target_id,evidence_class,alpha_L,lag,C_exact,C_mc_mean,C_mc_sd,absolute_error
F03,diagnostic_simulation,1.5,150,0.041673149474818753,0.047878004839805498,0.031148173354259803,0.0062048553649867444
F03,diagnostic_simulation,1.5,151,0.041534931215838573,0.047693068135408204,0.030376884038292577,0.0061581369195696303
F03,diagnostic_simulation,1.5,152,0.04139807918131333,0.047707563589727928,0.030693917212153757,0.0063094844084145979
F03,diagnostic_simulation,1.5,153,0.041262571011200171,0.046961536846685581,0.031205996731845091,0.0056989658354854103
F03,diagnostic_simulation,1.5,154,0.041128384854452929,0.04661437459445017,0.030915457767981065,0.0054859897399972407
F03,diagnostic_simulation,1.5,155,0.040995499354221462,0.046089721324177733,0.029746926435091796,0.005094221969956271
F03,diagnostic_simulation,1.5,156,0.040863893633573858,0.045616593126402732,0.030114762592959518,0.0047526994928288741
F03,diagnostic_simulation,1.5,157,0.040733547281718734,0.046575784294640571,0.029632110556114623,0.0058422370129218373
F03,diagnostic_simulation,1.5,158,0.040604440340708876,0.047021596573862727,0.029802999969225315,0.0064171562331538506
F03,diagnostic_simulation,1.5,159,0.04047655329260464,0.047049449395957788,0.02963130197772406,0.0065728961033531472
F03,diagnostic_simulation,1.5,160,0.040349867047080094,0.047100204592646876,0.029249214327761473,0.0067503375455667813
F03,diagnostic_simulation,1.5,161,0.040224362929452813,0.04782466801280999,0.029237629289805313,0.007600305083357177
F03,diagnostic_simulation,1.5,162,0.040100022669120119,0.048071050682871347,0.029731128791403594,0.0079710280137512274
F03,diagnostic_simulation,1.5,163,0.039976828388387668,0.047106469553135528,0.029818755584346646,0.0071296411647478602
F03,diagnostic_simulation,1.5,164,0.039854762591671068,0.046914840827544095,0.030288963093832333,0.0070600782358730269
F03,diagnostic_simulation,1.5,165,0.039733808155060203,0.046622057493157856,0.03006347061600996,0.0068882493380976531
F03,diagnostic_simulation,1.5,166,0.039613948316228144,0.046938101672659528,0.029243341754409326,0.0073241533564313843
F03,diagnostic_simulation,1.5,167,0.039495166664673689,0.046578516434648845,0.03036117828315632,0.0070833497699751558
F03,diagnostic_simulation,1.5,168,0.039377447132283791,0.047124545759916939,0.029774477765961711,0.0077470986276331477
F03,diagnostic_simulation,1.5,169,0.039260773984203218,0.046129401660463781,0.02971971546376349,0.0068686276762605636
F03,diagnostic_simulation,1.5,170,0.03914513181000049,0.047083870918488098,0.029608686910301558,0.007938739108487608
F03,diagnostic_simulation,1.5,171,0.039030505515117817,0.046511472556332138,0.029116127418304005,0.0074809670412143217
F03,diagnostic_simulation,1.5,172,0.038916880312595221,0.045838868275998965,0.029810837662415865,0.0069219879634037432
F03,diagnostic_simulation,1.5,173,0.038804241715058328,0.045658679777532622,0.028646248870569508,0.006854438062474294
F03,diagnostic_simulation,1.5,174,0.038692575526959129,0.045717066839714472,0.02947150207671656,0.0070244913127553432
F03,diagnostic_simulation,1.5,175,0.03858186783706153,0.045188552844038804,0.029385565565467672,0.006606685006977274
F03,diagnostic_simulation,1.5,176,0.038472105011161682,0.045064664386489955,0.030258806772589752,0.0065925593753282732
F03,diagnostic_simulation,1.5,177,0.038363273685035032,0.045071516641409043,0.030019182850061162,0.0067082429563740109
F03,diagnostic_simulation,1.5,178,0.038255360757601747,0.045332218684867503,0.029909276250781807,0.0070768579272657561
F03,diagnostic_simulation,1.5,179,0.038148353384301864,0.044976428148798514,0.031582746985120702,0.00682807476449665
F03,diagnostic_simulation,1.5,180,0.038042238970673936,0.044515658640118499,0.030934833683524742,0.0064734196694445634
F03,diagnostic_simulation,1.5,181,0.037937005166128274,0.045124693181861568,0.031187412221111287,0.0071876880157332942
F03,diagnostic_simulation,1.5,182,0.037832639857909127,0.045594399187668444,0.030582070374577268,0.0077617593297593171
F03,diagnostic_simulation,1.5,183,0.037729131165238614,0.045391298704769038,0.030900441184266852,0.0076621675395304248
F03,diagnostic_simulation,1.5,184,0.037626467433635409,0.046216025347381277,0.030555476753025321,0.0085895579137458683
F03,diagnostic_simulation,1.5,185,0.03752463722940319,0.04472073874155879,0.030619499386922839,0.0071961015121555991
F03,diagnostic_simulation,1.5,186,0.037423629334281582,0.04447182372746776,0.030305282212993816,0.0070481943931861787
F03,diagnostic_simulation,1.5,187,0.037323432740255805,0.043530045007386713,0.029840416281698413,0.0062066122671309079
F03,diagnostic_simulation,1.5,188,0.037224036644516588,0.043151330757837204,0.029335301646225283,0.0059272941133206164
F03,diagnostic_simulation,1.5,189,0.037125430444568799,0.042884274016529556,0.02923284300539165,0.0057588435719607561
F03,diagnostic_simulation,1.5,190,0.037027603733480526,0.04301327714026127,0.029406991535213471,0.0059856734067807449
F03,diagnostic_simulation,1.5,191,0.036930546295269796,0.043425729042996263,0.029988790897624934,0.0064951827477264662
F03,diagnostic_simulation,1.5,192,0.036834248100423357,0.043583366418275094,0.029330152399005518,0.0067491183178517364
F03,diagnostic_simulation,1.5,193,0.036738699301543526,0.043763910044244916,0.028814292934619422,0.0070252107427013905
F03,diagnostic_simulation,1.5,194,0.036643890229118278,0.043456766558503529,0.028629995510876798,0.0068128763293852507
F03,diagnostic_simulation,1.5,195,0.036549811387411313,0.043729886351923465,0.028985450360595345,0.0071800749645121523
F03,diagnostic_simulation,1.5,196,0.036456453450466927,0.043587849496846701,0.029561553246711607,0.0071313960463797732
F03,diagnostic_simulation,1.5,197,0.036363807258227049,0.042709021290566411,0.03013506362674187,0.0063452140323393622
F03,diagnostic_simulation,1.5,198,0.036271863812756398,0.043051812205569091,0.030085095326116397,0.006779948392812693
F03,diagnostic_simulation,1.5,199,0.036180614274571407,0.042998530225810766,0.030218414985988928,0.0068179159512393589
F03,diagnostic_simulation,1.5,200,0.036090049959071016,0.043183848456158566,0.02977137027686105,0.0070937984970875501
F03,diagnostic_simulation,1.5,201,0.036000162333064627,0.044020073069331873,0.029816685955381211,0.0080199107362672467
F03,diagnostic_simulation,1.5,202,0.035910943011395281,0.044234983316917491,0.029510289649016141,0.0083240403055222095
F03,diagnostic_simulation,1.5,203,0.035822383753653778,0.044323912636815163,0.029738076293121429,0.0085015288831613856
F03,diagnostic_simulation,1.5,204,0.035734476460982101,0.044665763151866843,0.02985475604501539,0.0089312866908847419
F03,diagnostic_simulation,1.5,205,0.035647213172962336,0.044592443278778648,0.031246885913043716,0.0089452301058163125
F03,diagnostic_simulation,1.5,206,0.035560586064588985,0.043860570058563475,0.030732042390724173,0.0082999839939744899
F03,diagnostic_simulation,1.5,207,0.03547458744332161,0.043633583647976412,0.030806704936885101,0.0081589962046548017
F03,diagnostic_simulation,1.5,208,0.035389209746215636,0.043268202919797209,0.030633689410299432,0.0078789931735815735
F03,diagnostic_simulation,1.5,209,0.035304445537128568,0.042326340504323601,0.030014735979677597,0.0070218949671950331
